Energy,CF_2,HF,CF_3,CH,CF,CHF,CHF_2,C,F
23.0,0.0123941764474101,0.0,0.2300592725290206,0.0,0.0056953113453282,0.0064767963091686,0.1022888219291704,0.0,0.0
23.5,0.0142139155070216,0.0,0.2539468008906875,0.0,0.0071001681227684,0.0079337481817412,0.1149740883111159,0.0,0.0
24.0,0.0171930805192897,0.0,0.2779658189258285,0.0,0.0085096559021198,0.0093931545433982,0.1275927838582031,0.0,0.0
24.5,0.0216060400925785,0.0,0.3017923955446405,0.0,0.0099188262225074,0.0108501951246392,0.1411314132494454,0.0,0.0
25.0,0.0260630253142247,0.0,0.3253816065241481,0.0,0.0114756568055248,0.0127472348627502,0.1564239038180695,0.0,0.0
25.5,0.0319806827794035,0.0,0.3486966716119166,0.0,0.0141047491837742,0.0160389596556285,0.172658945715505,0.0,0.0
26.0,0.0381217112063195,0.0,0.3717077012530896,0.0,0.0176169247377539,0.0196796241035311,0.1888138112218839,0.0,0.0
26.5,0.0442938242243866,0.0,0.3943906416123051,0.0,0.0212805451279103,0.0240028413788989,0.2048558268387919,0.0,0.0
27.0,0.0504779796729992,0.0,0.4167263844991282,0.0,0.0261476810666003,0.0290422851476432,0.2207576460617023,0.0,0.0
27.5,0.0566578640420714,0.0,0.4398122117607992,0.0,0.0310548356987214,0.0341158834794031,0.2364964839953416,0.0,0.0
28.0,0.0628195203676985,0.0,0.4626270049451546,0.0,0.0359859930433842,0.039207899007927,0.2520534659693439,0.0,0.0
28.5,0.0700061600768753,0.0,0.4850819244484916,0.0,0.0409273057905077,0.0443047449208989,0.2674130720196294,0.0,0.0
29.0,0.0778991924536016,0.0001772646447218,0.5071659624295424,0.0,0.0458668116757421,0.0493947028061388,0.2828437045194986,0.0,0.0
29.5,0.0860207959034501,0.0006277331021336,0.5288709291614865,0.0,0.0508034751890388,0.0549131329616593,0.2986220056304667,0.0,0.0
30.0,0.0941178125931155,0.001086957994435,0.5501910373275551,7.893376912714919e-05,0.0567771837209685,0.0612234081170239,0.3141890880231139,0.0,0.0
30.5,0.1021763465562231,0.0015530508771546,0.5711225460317153,0.0004791250358542,0.063245262250496,0.0679682307923553,0.3295351543493637,0.0,0.0
31.0,0.110184442000901,0.0020243484077576,0.5916634555406639,0.0008872124732466,0.0697875646510285,0.0747020568262384,0.3446524005341257,0.0,0.0
31.5,0.1181318405897363,0.0024993856131321,0.6118132452119303,0.001301578066524,0.0763128073585458,0.0814130727773461,0.3595347435670173,0.0,0.0
32.0,0.1260097703478899,0.0029768725507702,0.6315726482557128,0.0017207903749263,0.0828105162609757,0.0880910332875326,0.3741775861632834,0.0,0.0
32.5,0.1338107617847423,0.003455673897533,0.6509434579698782,0.0021435830602627,0.0892716084081225,0.0947270719299905,0.3885776130324326,0.0,0.0
33.0,0.1418666928938171,0.0040476652565927,0.6699283609143558,0.002568836058884,0.0956882258949943,0.1013135359041191,0.4027326142946426,0.0,0.0
33.5,0.1499630605221767,0.0051112111911788,0.6885307931821988,0.002995559044794,0.1020535904287854,0.1078438413519357,0.4166413322560341,0.0,0.0
34.0,0.1579740334759674,0.0064112481011615,0.7067548165035431,0.0034760620017969,0.1083618758187567,0.1144430956287633,0.4303033283171058,0.0001119895497541,0.0
34.5,0.1658944316590175,0.0078719631067854,0.7246050114049256,0.0043339083294087,0.1149649172802375,0.1212389370710119,0.4437188672624457,0.000395857177899,0.0
35.0,0.173719912690787,0.0097084112810857,0.7420863850556995,0.0055011622385519,0.1215327553192639,0.127970901605779,0.4568888165793982,0.0006844980809025,0.0
35.5,0.1814468722576243,0.0115597061140795,0.7592042917785463,0.006722050254867,0.1280365532049131,0.134634302990363,0.4698145587910562,0.0009770127281888,0.0
36.0,0.1890723563828825,0.0134217495360158,0.7759643644929793,0.0083745003841191,0.1344721661971983,0.1412251552085748,0.4824979150749813,0.0012725945871431,0.0
36.5,0.1965939841058748,0.0152908767563599,0.7923724556079991,0.0100410689127254,0.1408360770450663,0.1477400923039963,0.4949410786818395,0.0015705205492488,0.0
37.0,0.2040098792645135,0.0171638117163196,0.808434586089958,0.0117181497334238,0.1471253246751586,0.1541762975030363,0.5071465568746281,0.001870142410781,0.0
37.5,0.21131861025157,0.0191291733242153,0.8241569016101926,0.0134025066311045,0.1533374410569885,0.1605314404848267,0.5191171202851498,0.0021708792822023,0.0002250706679982
38.0,0.218519136764431,0.0214592817213292,0.8395456348290844,0.0150912362846473,0.1594703952501441,0.1668036218057726,0.5308557587346385,0.0025473348796299,0.0004539052264369
38.5,0.2256107626968773,0.024017342465166,0.8546070730030255,0.0167852457280341,0.1655225437687413,0.1729913236160221,0.5423656426939767,0.0032381928017128,0.0006858669692104
39.0,0.2325930944319901,0.0265789945149982,0.8693475302117832,0.0188774070139296,0.171492586509864,0.1790933659164732,0.553650089669081,0.0040861491140535,0.000920379897
39.5,0.2394660038905186,0.0291406602362839,0.8837733235988228,0.0211608905787755,0.1773795275888284,0.1851088677008914,0.564712534891591,0.0050416809344836,0.0011569229391883
40.0,0.2462295957711852,0.0316991303373688,0.8978907530987191,0.0234785700479714,0.1831826405070755,0.1910372124105421,0.5755565057762919,0.0062491862394787,0.0013950247649111
